ID,Price,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQualityRate,LocalAmenities,TransportAccess,Fireplace,HouseColor,Garage,Floors,Windows,PreviousSalePrice,IsLuxury
1234,355730.1629,550,4,4,407.63,57.14,7,84.92,8.06,97.59,1.04,7,3,5,No,White,No,2,28,290957.5558,1
1235,196708.7074,1258.21,2,2,186.08,29.21,7,59.26,18.27,88.44,1.68,3,5,5,No,Yellow,Yes,1,18,168180.8527,0
1236,336337.8924,651.31,2,3,1028.26,47.49,6,12.85,31.27,96.06,1.31,6,7,8,No,Red,No,1,23,265067.8392,1
1237,292921.509,1361.23,2,3,300.72,42.52,7,119.18,24.28,99.9,1.52,7,8,7,Yes,Red,No,1,9,378814.814,1
1238,237392.0616,993.27,2,5,362.75,50.7,5,53.42,11.41,93.34,1.57,3,2,2,Yes,Red,No,1,14,256345.1091,1
1239,266370.7393,1465.27,3,3,106.69,63.63,6,54.48,1.57,88.96,2.01,6,5,9,Yes,White,No,1,9,339352.9934,0
1240,95779.76584,550,1,4,676.02,13.56,6,33.44,9.88,95.4,1.65,4,5,5,No,White,Yes,1,17,-1079.467194,1
1241,289207.8725,1187.73,2,3,162.59,20.07,7,44.67,11.56,95.22,1.89,4,9,4,Yes,Blue,Yes,2,26,481830.6955,1
1242,338734.8157,1152.94,3,2,188.76,15.84,8,54,19.73,95.2,1.56,5,3,7,No,Yellow,No,1,20,222016.1772,1
1243,506332.0959,1612.72,2,3,1324.12,43.94,9,13.92,1.02,99.78,0.69,10,3,7,No,Green,Yes,1,15,503324.3122,1
1244,552095.1351,1446.72,2,4,96.14,27.24,7,62.44,7.56,86.73,1.46,4,8,9,No,Blue,No,2,37,394956.0053,1
1245,107662.5961,1256.37,2,1,659.19,26.85,3,85.62,32.84,88.46,2.35,3,6,3,Yes,Blue,No,2,36,37348.57645,0
1246,137084.6115,576.05,1,2,705.36,33.8,4,0.2,6.39,86.57,2.08,4,10,6,No,Blue,No,1,15,37781.33227,0
1247,455248.5557,1036.36,2,4,155.28,23.66,8,9.21,7.29,90.73,1.51,4,7,6,Yes,Red,No,1,3,327644.904,0
1248,507060.376,1006.33,3,2,120.7,35.3,7,17.29,11.91,91.9,0.85,10,8,7,Yes,Red,No,1,10,420982.6881,1
1249,388014.5042,1774.97,3,3,799.75,34.45,5,32.31,13.06,93.99,1.39,3,3,7,No,Green,Yes,1,18,442676.7248,1
1250,384728.6432,897.9,2,4,878.38,41.81,6,108.37,23.31,96.31,2.24,3,10,3,No,Blue,Yes,1,5,214567.9897,1
1251,485113.8642,1593.68,2,2,403.84,0.89,9,14.64,4.26,92.94,1.45,6,9,10,No,White,No,1,9,482459.2353,1
1252,370966.7021,1315.47,3,3,532.28,32.95,5,36.99,14.88,81.89,1.29,6,10,6,No,Yellow,No,1,5,363874.1095,1
1253,498208.2619,2115.54,3,1,1054.76,35.47,7,5.16,30.55,94.48,1.73,6,9,5,No,Yellow,No,1,21,360130.9808,1
1254,542943.1356,925.73,3,3,449.65,42.02,7,42.34,5.75,93.73,1.58,6,8,4,Yes,Green,No,1,24,323914.3166,1
1255,265414.2368,674.01,2,4,838.75,31.79,8,0.92,24.82,97.83,1.71,4,8,6,No,Green,No,1,0,239196.0641,0
1256,293232.5093,550,3,3,270.78,20.43,5,80.52,30.84,88.12,1.32,2,5,7,No,Green,No,1,13,195755.208,1
1257,203340.639,550,2,4,389.56,15.79,9,71.12,44.76,97.97,1,6,8,5,No,White,Yes,1,15,195070.2972,0
1258,174200.3734,1180.83,1,3,460.01,12.76,7,76.84,3.22,99.9,1.78,3,4,3,No,Green,No,1,13,158729.4801,0
1259,112350.1734,1291.47,1,2,428.66,31.55,6,119.97,33.04,81.08,1.17,4,2,4,Yes,Green,Yes,1,9,27149.45537,0
1260,566129.1395,906.3,3,4,232.94,25.07,10,49.47,0.16,90.06,0.9,7,7,7,No,Blue,No,1,0,448097.1276,1
1261,419409.8298,1601.72,2,1,236.11,34.09,8,50.32,12.62,89.93,1.35,8,4,7,No,Red,Yes,2,33,531206.0551,1
1262,216105.8736,1280.29,2,4,504.68,13.82,10,2.48,1.39,97.76,2.16,7,1,5,No,Blue,Yes,2,24,290950.0566,0
1263,171882.397,550,1,4,221.67,50.54,8,24.7,23.05,95.89,0.83,4,5,3,No,Blue,No,1,2,110028.6404,0
1264,205001.7894,550,3,2,468.29,7.65,6,92.63,20.29,91.38,1.21,7,6,8,No,Red,No,1,22,160988.9713,0
1265,183397.9195,550,1,3,266.9,20.45,7,15.94,13.91,96.25,1.65,5,6,6,No,White,No,1,17,170968.988,0
1266,436083.1742,1535.24,3,3,228.08,8.32,9,32.6,0.31,99.9,1.49,6,9,6,No,Blue,Yes,1,12,454404.9824,1
1267,103024.6398,664.28,2,2,392.33,39.91,9,3.48,10.55,96.26,1.24,4,2,4,Yes,White,Yes,1,9,15496.4411,0
1268,181434.0593,550,1,2,793.43,35.85,7,41.49,17.35,88.73,0.9,1,5,3,No,Yellow,No,1,11,140849.1312,0
1269,290249.893,1020.35,1,4,114.53,28.17,6,7.59,39.81,90.41,1.59,3,7,5,No,Red,No,2,37,150647.7484,1
1270,390605.9215,699.29,3,4,319.61,41.17,8,2.53,28.96,98.2,1.7,3,4,3,No,Blue,No,1,6,344753.473,1
1271,220849.5079,837.24,2,3,159.38,57.1,10,66.66,11.59,85.65,2.33,6,6,6,No,Blue,No,1,11,118832.4867,0
1272,179304.2649,1073.25,1,4,843.34,25.57,6,47.62,31.67,95.85,1.43,3,1,4,No,Red,Yes,1,9,127059.2758,1
1273,167472.0815,1299.69,1,3,424.48,23.92,6,43.32,24.3,90.26,1.05,7,5,5,Yes,Green,No,2,30,109262.9466,0
1274,285727.0871,795.54,2,4,446.84,27.53,10,48.88,0.76,88.26,1.12,6,4,7,No,White,No,1,13,289854.3112,1
1275,544763.5776,1769.01,2,3,388.99,12.43,8,61.9,25.5,93.64,1.99,7,6,4,No,White,Yes,1,4,574193.7712,1
1276,486223.6836,1144.18,2,4,269.27,4.06,9,76.16,4.12,98.02,1.35,6,5,3,No,Blue,No,1,17,349451.0054,1
1277,560996.5578,1788.56,2,3,138.08,6.45,9,69.79,29.72,99.9,2.14,7,8,7,No,Yellow,Yes,2,21,498430.9712,1
1278,119365.209,550,3,3,530.03,41.38,7,37.99,22.32,93.74,1.25,2,2,4,Yes,White,No,1,10,59111.99664,0
1279,249169.7703,550,2,2,417.39,35.64,5,50.11,25.47,97.35,1.85,6,3,7,Yes,Yellow,No,1,16,200872.5606,0
1280,244113.9497,1551.51,3,2,285.33,45.07,9,59.96,8.5,78.98,1.87,6,8,10,No,Green,No,1,14,463662.0609,0
1281,367059.5017,799.83,4,6,316.67,22.93,10,69.22,23.66,95.93,1.78,10,5,8,Yes,Yellow,No,1,15,571899.8417,1
1282,296217.7279,550,3,4,604.56,60.97,7,13.04,20.98,91.48,2.1,7,7,5,No,Red,No,1,15,449115.3152,1
1283,231338.412,890.36,2,4,495.31,48.44,9,49.25,8.52,94.99,1.27,5,5,4,No,Yellow,No,1,9,265652.2489,0
1284,257544.0629,576.07,3,2,450.58,17.39,6,82.85,4.34,91.56,0.72,5,5,7,No,Yellow,Yes,1,15,197836.9608,0
1285,111689.8093,550,2,2,20.18,27.39,5,46.42,29.39,97.1,1.07,2,2,2,Yes,White,No,1,9,13457.64432,0
1286,154933.1427,559.06,1,1,494.75,35.66,6,35.22,17.84,98.23,0.89,3,4,4,No,Yellow,Yes,1,25,105762.5848,1
1287,681994.9094,1120.64,2,6,368.3,75.38,8,11.37,0.46,93.07,1.15,6,10,8,No,Yellow,No,2,26,553544.9374,1
1288,437594.4926,1365.18,2,4,1306.51,18.31,7,55.42,31.81,99.36,1.22,6,6,5,No,Green,Yes,1,12,327989.56,1
1289,220771.2414,1573.03,1,2,820.74,8.91,5,45.87,9.64,94.69,1.28,4,7,7,Yes,Yellow,No,1,4,279996.3291,0
1290,565634.5769,1635.03,3,4,944.49,58.93,9,78.79,18.82,98.73,2,7,10,6,No,Blue,Yes,1,17,533514.3498,1
1291,334719.6051,1572.46,1,3,792.09,30.2,4,9.53,22.68,95.51,1.57,9,6,9,No,White,No,1,16,293968.2249,1
1292,371639.9016,1919.08,3,4,178.23,7.12,10,15.98,16.01,99.9,1.47,7,4,6,No,White,Yes,1,18,772629.8134,1
1293,150242.8915,592.47,3,2,319.47,11.41,9,55.66,2.16,99.9,1.65,7,10,6,Yes,Red,Yes,1,11,74176.68982,0
1294,524598.9768,1446.86,2,5,608.95,55.05,7,11.54,7.58,93.08,1.07,5,6,7,No,Blue,Yes,1,12,551834.0434,1
1295,379268.1187,598.26,1,5,303.09,26.02,5,67.8,17.57,90.9,2.13,4,1,3,No,Yellow,Yes,1,19,282584.1265,1
1296,189134.1212,837.98,1,4,526.94,35.55,8,41.77,8.11,99.9,1.35,6,5,3,No,Green,No,2,46,179679.0926,0
1297,284055.183,1312.83,2,4,1178.25,15.58,9,47.61,18.27,94.58,1.39,7,3,4,Yes,Yellow,Yes,1,0,334746.9435,1
1298,186449.6369,1443.74,2,1,643.82,5.5,10,38,6.66,95.61,1.39,4,3,5,No,Yellow,No,1,19,270496.6676,0
1299,307857.6781,790.32,1,3,603.84,14.13,9,21.54,20.21,98.89,1.53,5,5,7,Yes,Green,Yes,1,18,249974.722,1
1300,344545.4984,688.09,3,3,385.88,70.9,6,68.12,14.36,93.53,2.24,5,9,8,No,Red,Yes,1,18,182279.8859,1
1301,525904.4053,1130.13,1,5,183.8,21.85,7,10.56,11.4,93.97,2.07,4,10,6,Yes,Green,No,1,25,325876.0848,1
1302,222101.5906,1433.02,2,1,1066.27,45.39,6,61.39,4.39,89.06,2.15,4,10,9,No,Red,No,2,35,98090.56106,0
1303,197930.0233,765.15,1,4,469.24,15.01,5,59.63,9.69,87.16,1.82,4,5,4,No,White,No,1,7,120806.3775,0
1304,264961.9379,558.39,3,2,902.12,42.23,9,23.59,16.34,91.38,2.33,7,7,5,Yes,Green,No,1,9,185802.8264,0
1305,625386.2148,1600.25,3,4,589.4,24.56,9,47.13,22.3,88.67,1.53,6,6,7,Yes,White,No,1,17,616064.6859,1
1306,142240.2358,1041.16,1,2,433.62,67.75,6,82.52,20.81,94.16,1.2,5,7,9,No,Green,Yes,1,19,32274.08704,0
1307,217570.6037,1469.13,3,3,477.54,34.46,4,20.67,19.9,96.07,1.26,7,3,1,No,White,No,1,21,246327.5648,0
1308,523913.4523,1499.56,3,3,103.21,50.21,5,8.44,14.99,79.91,1.55,5,5,6,No,Red,No,1,17,344588.8785,1
1309,172399.9853,550,1,3,552.97,34.33,4,108.02,20.75,89.01,2.01,1,5,8,No,Blue,No,1,14,64132.908,0
1310,280920.0402,1368.39,2,4,418.29,36.67,9,23.91,27.49,99.46,0.3,7,6,9,No,Blue,No,2,6,346953.8519,1
1311,483683.052,550,3,5,906.71,57.87,10,11.52,29.19,93.72,1.04,7,4,10,No,Red,Yes,1,13,360671.5643,1
1312,204192.7232,1114.19,1,3,533.56,18.94,8,49.83,28.67,94.97,2.06,7,7,6,No,Red,No,1,19,223304.4713,0
1313,417432.9492,1339.23,3,3,630.25,27.85,6,1.48,1.72,95.77,0.53,6,5,7,No,Red,No,1,17,386570.5017,0
1314,253944.4545,763.92,1,4,951.59,11.19,9,20.62,15.71,92.69,1.81,6,8,8,No,Red,Yes,1,20,320731.7389,0
1315,409934.7182,1098.26,2,3,769.18,32.34,10,46.84,38.64,99.35,1.6,8,8,8,Yes,Yellow,No,1,17,264689.0483,1
1316,123193.9487,550,2,2,578.73,11.14,7,17.17,19.79,95.16,0.87,1,7,7,Yes,Red,No,1,14,55395.38916,0
1317,264808.5711,834.38,5,3,1248.14,29.08,7,61.38,23.95,86.77,1.4,7,7,5,Yes,Blue,No,1,12,523045.5219,0
1318,300430.7599,1459.79,4,2,804.58,7.1,5,49.96,13.46,99.9,1.24,4,8,9,Yes,Green,Yes,1,10,341522.1161,1
1319,292428.3672,796.45,4,3,787.55,34.52,8,55.19,19.3,90.5,1.43,8,4,4,No,Red,No,1,6,348154.3514,1
1320,509396.2491,1294.63,4,3,975.53,13.67,9,12.56,12.9,99.9,0.84,9,5,10,No,Yellow,Yes,2,35,754888.9641,1
1321,257554.7764,550,2,3,25.58,63.9,9,108.67,3.53,95.43,1.09,4,10,7,Yes,Green,Yes,1,8,174072.1772,0
1322,540968.028,1445.05,2,4,425.25,42.65,6,2.04,5.56,93.2,1.46,7,4,8,No,White,No,1,19,532217.9375,0
1323,310531.4984,990,2,4,804.71,50.74,8,24.61,31.22,94.09,1.74,7,2,4,No,Yellow,Yes,2,28,308582.7063,1
1324,428833.192,1356.68,4,3,986.92,58.21,7,64.4,18.52,95.63,1.25,9,6,7,Yes,Green,No,1,18,618575.7399,1
1325,183995.1525,1286.07,3,2,187.63,54.68,6,7.62,32.31,99.9,1.2,6,5,4,Yes,Yellow,Yes,1,9,174273.9657,0
1326,354546.9918,1193.45,2,3,14.21,6.1,6,31.69,13.43,99.9,1.59,4,9,8,No,Yellow,No,1,27,409876.887,1
1327,196204.535,909.16,1,3,841.63,14.46,10,81.74,12.1,99.9,1.58,5,3,5,No,Yellow,No,2,34,114450.9894,0
1328,186050.0754,550,1,3,803.59,27.49,8,7.29,12.97,95.66,1.25,6,10,8,Yes,Blue,No,1,23,135249.7958,0
1329,427537.2168,899.55,1,5,1009.02,0.85,9,5.55,12.04,99.03,1.87,5,3,5,Yes,Yellow,No,2,26,329549.6953,1
1330,229867.2818,742.01,2,3,307.52,49.15,3,27.28,31.85,91.4,1.79,5,9,7,No,Blue,No,1,7,200553.5542,0
1331,134650.013,1164.17,3,1,353.24,51.56,6,52.9,12.84,89.68,1.45,3,6,4,Yes,Red,No,1,31,84070.6852,0
1332,163139.1092,550,2,2,69.63,46.8,6,20.23,12.4,90.6,1.71,4,5,3,No,Red,Yes,1,15,99675.14231,0
1333,308897.155,1539.94,3,3,252.26,38.41,7,31.34,39.67,95.55,1.66,7,5,5,No,Blue,No,1,16,345875.9479,1
1334,150319.056,1280.56,1,2,672.56,47.69,4,91.08,9.84,86.83,1.59,3,7,5,No,Green,No,1,12,128271.4952,0
1335,138482.0027,625.26,1,2,721.89,25.69,3,58.65,16.4,92.63,0.29,1,5,6,No,Red,No,1,6,67141.30332,0
1336,180812.6816,968.4,2,2,474.64,44,5,76.54,20.49,84.46,0.95,2,9,10,Yes,Green,No,2,17,108773.3221,0
1337,340568.4586,982.87,2,3,495.4,17.54,8,56.15,34.62,98.12,1.69,6,3,9,No,White,Yes,2,38,307436.6769,1
1338,352065.9162,950.65,3,3,606.46,42.78,8,38.43,11.12,85.11,1.78,5,7,10,No,Yellow,No,2,14,256861.9169,1
1339,163835.2208,669.63,2,2,79.51,24.6,4,54.64,13.31,91.17,1.94,1,1,5,No,Yellow,No,2,25,115225.9999,0
1340,191532.491,1159.89,1,2,868.14,23.36,8,54.88,3.98,94.85,1.45,3,4,1,No,Blue,Yes,1,9,93757.27093,0
1341,189138.1239,1193.66,1,2,725.85,22.38,5,51.05,9.34,99.48,1.47,3,7,9,No,White,No,1,13,132697.5984,1
1342,258466.8909,1036.9,2,3,496.63,17.3,5,26.95,15.39,96.85,1.26,5,2,8,No,Yellow,No,1,13,191284.3764,0
1343,466401.4281,1096.07,3,5,432.12,32.66,10,23.02,35.14,80.68,1.68,5,1,5,No,White,Yes,1,11,544312.2516,1
1344,527678.7966,1789.2,4,5,575.16,29.46,10,29.52,17.44,94.66,1.46,6,5,7,Yes,Blue,No,1,20,805392.1752,1
1345,265594.885,550,1,3,715.85,47.83,8,55.92,27.33,86.66,0.77,3,1,3,No,Blue,No,2,26,215602.1932,0
1346,106382.0395,690.17,1,2,595.01,68.87,3,39.97,39.67,89.4,1.88,5,10,5,No,Yellow,Yes,2,20,24488.24855,0
1347,251516.9781,632.32,4,2,488.42,34.18,8,29.78,27.75,89.08,1.39,4,5,7,No,Red,No,1,22,192733.2759,1
1348,564668.1947,2194.65,2,3,479.92,54.6,5,15.09,7.48,93.26,1.09,5,10,5,No,Red,No,1,11,373314.7659,1
1349,330214.4503,1005.66,2,3,331.58,24.34,6,15.83,19.42,90.7,1.37,4,9,7,No,Green,Yes,2,26,278023.9361,1
1350,136062.8211,550,2,3,351.87,30.77,7,46.36,14.88,95.79,1.02,3,3,4,Yes,White,No,1,26,51804.53577,0
1351,253823.7214,1330.19,1,3,1112.81,28.24,9,53.99,8.55,99.9,0.02,5,6,7,Yes,Blue,No,1,21,333195.2274,0
1352,89280.14708,550,1,1,278.16,15.87,5,40.53,12.2,93.05,0.89,1,6,9,Yes,Green,No,1,13,4332.825303,0
1353,631312.376,1811.82,2,4,423.66,25.14,8,31.67,9.98,99.06,2.13,5,6,9,No,White,No,2,25,450738.5086,1
1354,102571.8795,550,2,2,112.89,44.62,7,21.95,1.99,95.22,2.11,5,6,6,No,Blue,No,1,8,22.79598469,0
1355,451105.5525,1404.97,3,2,239.1,38.42,9,50.89,19.67,88.44,0.43,9,5,5,No,Green,No,1,13,405208.6315,0
1356,478875.1957,1122,2,4,1008.94,25.61,10,22.5,38.67,94.9,1.19,5,10,4,No,Green,No,1,11,481980.8367,1
1357,552338.3594,1226.31,3,4,214.73,5.54,8,59.93,7.63,96.42,1.21,5,9,4,No,Green,No,1,25,596973.396,1
1358,516899.9028,1457.02,3,3,193.61,66.17,6,49.06,15.12,91.6,1.88,5,5,7,No,Green,No,1,18,323044.9573,1
1359,525873.6076,1496.96,1,3,729.14,6.88,9,57.47,0.75,97.02,1.39,8,7,7,No,Yellow,No,1,18,366630.5464,1
1360,190229.8273,550,1,4,585.06,3.85,10,30.59,17.19,99.66,1.43,5,6,4,No,Green,No,1,16,230520.8829,0
1361,270876.7096,550,1,2,9.16,54.6,6,30.07,6.25,91.6,1.21,1,6,5,No,Blue,Yes,1,6,172761.9045,0
1362,245653.9598,599.1,2,3,40.54,44.24,6,91.32,6.54,91.44,1.93,4,4,3,No,Blue,No,1,13,170469.9525,0
1363,256432.41,797.3,2,4,793.67,27.01,7,0.91,7.66,94.07,0.83,8,10,3,No,Blue,No,1,20,340847.1655,0
1364,232339.2558,550,2,3,708.09,41.43,6,26.78,21.53,94.88,1.53,4,6,1,No,White,No,1,11,131293.0955,0
1365,485170.8378,1599.49,3,1,726.01,10.54,7,8.76,22.26,92.76,0.72,7,4,5,No,Blue,No,1,16,335733.7557,1
1366,251669.3432,550,2,3,242.04,55.31,3,49.47,16.98,90.5,1.59,2,1,5,Yes,White,Yes,1,21,151431.0376,0
1367,320500.8382,1301.39,4,2,432.03,47.65,4,21.04,9.37,85.3,1.05,4,6,6,No,Green,No,1,14,296802.1887,1
1368,425157.08,1133.71,1,5,565.32,36.18,6,55.63,31.74,95.88,1.65,7,9,8,No,Green,No,1,16,381966.0307,1
1369,464444.5259,1352.28,2,5,437.29,38.59,6,35.28,10.11,88.61,1.05,8,6,7,No,Yellow,No,1,16,486214.0844,1
1370,122318.6077,550,1,3,628.14,10.55,5,59.46,14.52,88.53,1.24,1,8,5,No,Green,No,1,15,28432.10261,0
1371,155604.02,550,1,3,681.04,29.12,6,8.82,8.57,99.15,1.44,3,2,3,No,Blue,Yes,1,12,69323.67337,0
1372,204157.2991,550,2,4,704.21,34.23,5,101.12,23.02,99.29,2.13,5,6,6,No,White,Yes,2,20,176297.6904,0
1373,180250.0277,1238.69,1,2,1112.74,17.08,10,48.1,9.79,97.92,1.71,7,1,8,Yes,Red,No,1,7,82104.41899,0
1374,235053.9275,990.97,1,3,209.96,62.61,4,83.92,22.58,87.71,1.91,5,7,8,No,Yellow,No,1,9,197311.5545,0
1375,309996.9726,831.96,2,4,489.08,21.21,10,9,0.19,90.98,2.29,7,2,5,No,White,No,1,18,257496.0954,1
1376,260597.4029,1108.96,1,4,523.92,36.58,3,38.87,26.65,98.25,1.36,3,9,4,No,Blue,No,1,19,190085.6256,0
1377,326809.4335,888.61,2,4,190.48,8,7,74.05,23.33,93.08,2.03,7,7,7,No,White,No,1,17,487784.0185,1
1378,380932.1843,964.37,3,2,750.08,24.98,6,15.99,21.3,96.82,1.87,3,6,7,No,Green,Yes,1,8,237509.4955,1
1379,337425.7693,737.2,3,4,165.21,18.88,9,82.01,6.63,99.7,2.06,5,8,9,No,Yellow,No,1,20,338714.3469,1
1380,612887.7486,1320,4,4,669.14,47.81,10,33.11,0.35,96.25,2.13,10,7,10,No,White,Yes,1,4,566943.1682,1
1381,278062.661,1438.77,3,4,176.24,24.06,7,3.31,21.36,93.02,1.24,6,7,4,No,Blue,No,1,14,390299.3172,1
1382,374382.3752,1059.86,1,3,702.92,23.53,9,95.11,15.28,95.77,1.27,5,6,3,Yes,Blue,Yes,2,22,234023.3346,0
1383,307325.5166,694.2,1,4,945.74,49.35,9,35.72,4.68,99.78,1.17,3,1,2,Yes,White,No,1,23,271988.8921,1
1384,454814.8805,1395.6,3,3,644.65,21.54,7,98.4,13.94,94.12,1.24,3,6,5,Yes,White,No,2,50,768750.4133,1
1385,177081.8556,1483.89,2,2,542.94,48.02,8,80.22,17.02,96.5,1.62,5,5,8,No,White,No,1,11,88884.37611,0
1386,666148.7699,1612.52,3,4,1159.82,38.87,10,43.81,14.01,83.17,1.54,5,8,3,Yes,Green,No,1,7,481231.9781,1
1387,175046.6052,550,3,3,516.81,47.88,6,90.79,5.09,88.33,1.35,6,9,6,No,Yellow,No,1,11,161310.6784,0
1388,254020.7906,550,2,4,948,16.52,10,59.07,26.55,99.9,0.89,6,9,7,No,Green,No,1,27,299958.1156,0
1389,242853.308,550,4,2,154.58,41.08,5,27.46,1.69,85.53,1.76,1,3,8,No,Yellow,No,1,6,174203.6892,0
1390,97105.98165,550,2,2,833.86,9.43,8,83.26,9.38,96.49,1.23,5,8,4,No,Green,No,1,16,7898.485182,0
1391,134259.7363,550,2,3,486.54,32.23,6,10.28,2.39,93.11,1.49,3,8,7,No,Red,No,1,14,40960.15255,0
1392,362897.7455,859.76,4,4,629.07,22.74,8,17.86,6.32,92.99,0.61,10,9,9,Yes,Yellow,Yes,1,22,379208.6463,1
1393,394038.3909,1226.96,3,4,531.09,14.93,8,62.42,36.45,91.28,2.07,8,10,10,No,Blue,Yes,1,13,591243.0487,1
1394,122369.3828,1317.8,1,3,790.22,32.45,4,39.41,17.38,99.9,1.67,5,4,4,No,White,No,1,13,75071.60059,0
1395,245992.4681,550,1,1,845.92,24.96,5,47.69,25.87,90.98,1.7,1,4,5,No,Red,No,1,6,161706.7611,0
1396,466152.7444,939.53,3,3,308.58,64.54,10,58.02,11.78,99.82,2.11,7,4,4,No,Red,No,1,17,335756.4306,1
1397,151676.3925,550,2,2,405.75,48.02,6,12.9,19.32,98.28,1.25,5,5,6,Yes,Yellow,No,1,12,236700.7652,0
1398,168141.7004,550,3,3,228.76,12.67,8,61.04,9.78,96.81,0.85,2,4,5,No,Red,Yes,1,17,100101.8545,0
1399,305813.1243,1214.59,2,3,250.64,27.82,7,81.17,27.23,95.28,1.92,7,8,7,No,Blue,No,1,7,387107.4444,1
1400,202105.9233,550,1,3,419.73,12.48,8,115.89,1.56,99.9,1.39,3,7,6,No,Green,No,1,12,119914.749,0
1401,371386.4164,684.47,3,3,801.58,12.23,9,26.23,28.47,94.7,2.03,5,3,5,No,Yellow,No,1,18,200173.7523,1
1402,250967.0996,588.48,4,2,319.66,26.67,4,55.35,32.6,93.13,0.63,3,9,5,No,Blue,No,1,13,191352.6757,0
1403,129585.866,550,2,2,773.29,7.32,3,37.24,5.97,90.44,1.49,2,8,8,No,Blue,No,1,13,30111.17435,0
1404,153786.7746,550.32,2,1,833.79,29.54,3,24.09,9.6,99.9,1.7,2,3,6,No,White,Yes,1,22,58027.56097,0
1405,318042.4425,842.69,3,4,21.99,32.36,10,28.77,8.95,97.6,2.25,8,5,5,No,White,No,1,16,476132.221,0
1406,273089.5777,936.61,1,4,840.64,23.1,9,11.41,15.35,99.9,2.24,4,9,8,Yes,Yellow,Yes,1,22,171212.7483,1
1407,270706.3543,1154.95,1,4,199.91,39.81,6,120.6,9.03,91.12,1.23,3,2,6,Yes,White,Yes,1,15,252769.8469,0
1408,237871.3158,1553.08,1,3,90.12,18.7,4,30.81,37.79,91.21,1.37,4,2,2,No,Green,No,1,3,191608.6273,0
1409,158545.4049,995.86,2,3,467.67,30.89,6,2.44,2.42,93.92,1.43,6,2,5,No,Green,No,1,5,145371.9187,0
1410,164865.8263,550,1,4,181.29,53.97,8,9.49,0.12,96.63,1.95,4,5,9,Yes,Blue,Yes,2,25,100673.0265,0
1411,682875.7818,1940.29,3,4,795.7,61.26,7,37.89,19.52,87.32,1.44,4,7,7,No,Red,No,1,21,540145.099,1
1412,347521.6518,1130.98,3,3,728.38,7.6,7,72.66,26.38,88.87,1.08,6,1,6,No,Green,Yes,1,6,575282.8217,1
1413,228217.1805,1557.14,1,3,124.6,34.25,7,75.82,28.92,90.66,1.87,6,9,6,No,Yellow,No,1,6,174333.8793,0
1414,290215.0327,1265.16,1,4,636.71,38.04,10,60.39,39.29,93.53,1.2,9,7,9,No,White,No,1,7,304450.5272,1
1415,506532.904,1431.12,1,4,579.17,15.22,10,27.48,8.22,86.57,0.62,5,9,5,No,Red,Yes,1,15,386058.659,1
1416,408199.614,818.85,1,3,123.91,32.19,9,12.11,14.68,95.16,1.73,8,9,7,No,Blue,Yes,1,17,279702.9077,1
1417,95153.23721,1013.78,1,2,258.82,24.69,6,83.44,8.55,94.59,1.53,5,4,4,No,Blue,No,1,18,3032.312499,0
1418,462194.2771,1048.34,2,4,1239.55,39.38,4,40.77,6.13,90.29,1.77,5,10,9,No,Yellow,No,1,8,470563.7363,1
1419,182530.0161,938.02,1,3,130.91,22.04,7,19.66,23.46,94.91,1.66,5,4,8,No,Blue,No,2,22,112062.5659,1
1420,279867.7461,1033.49,3,3,326.57,37.44,6,45.38,25.52,95.1,0.37,5,4,4,No,Red,No,1,19,259407.6885,1
1421,339846.8397,550,2,4,31.28,79.44,6,22.87,43.68,91.83,1.67,4,3,7,Yes,Yellow,No,2,27,206257.3529,1
1422,142295.662,550,1,3,232.45,32.01,3,73.54,28.42,87.21,1.03,3,5,5,Yes,Yellow,Yes,1,17,109654.2232,1
1423,380664.6365,839.48,2,4,279.98,19.65,6,96.64,48.28,89.24,0.56,5,9,8,No,Red,Yes,2,30,317937.2615,1
1424,182527.0627,608.41,2,2,500.72,59.42,5,133.6,30.95,87.55,1.85,3,2,5,No,Green,Yes,1,17,72050.01134,0
1425,186531.7629,550,1,1,433.28,66.58,5,42.5,2.46,92.35,1.48,2,10,9,Yes,White,No,1,19,91146.87913,0
1426,214365.1076,550,1,2,380.43,10.91,4,73.1,38.07,94.03,1.8,1,4,8,No,Red,No,1,19,82390.42879,0
1427,464114.6722,1678,2,3,269.96,40.49,9,110.61,0.28,91.97,1.84,5,4,8,No,Yellow,Yes,1,0,333968.6957,0
1428,445395.1191,1146.96,2,5,263.16,34.1,8,67.66,16.38,94.41,2.11,7,6,5,No,Red,Yes,1,18,412753.4929,1
1429,203330.5476,800.65,1,2,924.14,28.2,6,75.68,26.9,90.85,2.16,3,7,6,No,Green,No,1,12,221897.7729,0
1430,250219.6031,958.82,1,3,475.59,48.48,6,36.82,6.98,88.73,1.88,5,5,6,No,Yellow,No,1,13,167208.1095,1
1431,383100.28,1506.8,1,4,371.52,9.67,7,88.74,41.96,97.46,1.63,3,1,6,Yes,Green,No,1,16,215383.9114,1
1432,146466.797,965.39,1,2,895.86,35.35,6,57.21,0.91,97.6,2.25,4,9,8,No,Green,No,1,16,66921.81516,0
